id,review_body
199,"Jolies boucles d'oreilles, attention elles sont toutes petites Arrivées avec un des fermoirs qui ne fermaient pas, mais en redressant la tige ça tient A voir avec le temps ...."
200,Un réveil pas très cher et qui convient tout à fait à un enfant devenant autonome car facile à utiliser. Acheter en blanc il est sobre.
201,"Un lit qui a fait son travail, le roulettes sont super pratique pour déplacer facilement le lit. Le hamac c'est juste ce qu'il faut je pense au début, c'était super pratique, et pour avoir le bébé un peu plus en hauteur, un peu plus accessible et surtout pour le bercer. L'arche est parfaite pour l'éveiller et le stimuler. La table à langer m'a bien aidé car je n'en avais pas en fixe. La poche sur le coté est bien utile, la trappe sur l'autre coté est géniale, elle permet de s'amuser, de se cacher, de créer un nouveau décor avec bébé. Bonus: bébé aime les 3 personnages colorés sur le lit, ceux sont ses amis, mdr. Malus: la fragilité du textile, il s'est déchiré au niveau de la trappe zippée. Général: un bon produit pratique, compact, évolutif."
202,Cela fait 2 ans que je l'utilise. C'est parfait dans la piscine pour lire un livre tout en étant dans l'eau. Je le recommande.
203,Ils sont vraiment bien ils sont tous pastel il marche tous et ils sont agréables pour surligner ou même écrire les couleurs sont vraiment belle je conseille fortement ce produit
204,"Comment est mon article? Pour le savoir il aurait fallu le recevoir! Statut « livré », ça restera à prouver, et l’entrée de mon usine est filmée!"
205,"Nappe qui conserve encore ses pliures de transport même plusieurs semaines après, aspect peu fluide donc avec des plis apparents. Dommage"
206,"Livraison avant la date indiquée, jeu au top ! Partie de rigolade assurée !"
207,Trop tôt pour le dire c est un cadeau pas encore déballer en attente de pouvoir l offrir merci à bientot
208,reçu comme toujours rapidement... fonctionne à pile la qualité reste moyenne.. l'emplacement du boitier pour les pile est trop large du coup le boitier tombe..; j'ai donc pris mon aiguille et fil pour diminuer l'ouverture... sinon attention les chansons et dialogues sont en ANGLAIS.!
209,"J'ai commandé cet article en prêtant une grande attention a la matière puisque j'essai au maximum de bannir le plastique de ma vie pour des raisons écologiques . Cet article est indiqué en matière ""Verre"" or déception à la réception il est entièrement en plastique !!!"
210,Les boutons sont assez rigide. Mais pour le prix c'est assez normal. A voir sur la durée de vie maintenant.
211,"tout à fait satisfaisant , contente de mon achat sur le site le test matériel est tout à fait concluant"
212,Cadie inutilisable !!! Matériel de mauvaise qualité sur le long terme. Il ne m’as même pas duré un an au vu du prix ceci est de l’arnaque
213,"On ne peut pas suivre l'histoire , car la même page est imprimée en double. J'ai demandé un retour. Le nouveau livre a toujours le même problème."
214,"Ayant acheté ce câble de rangement, je trouve que cela fait plus propre derrière mes meubles, j'ai plus de facilité également à faire mon ménage. La livraison a été rapide, je n'ai pas eu à attendre très longtemps."
215,Très déçu jamais reçu 😡😡😡
216,Le sac à dos n’est pas très terrible C’est trop fragile
217,"Le dernier m'avait 2 ans et comme je m'en sers beaucoup, c'est un très bon produit, solide, efficace qui tient donc ses promesses."
218,"Pas terrible une couleur seule est beaucoup plus agréable .Les couleurs clignotent , nous l' avons enlevé pour en mettre un d'une seule couleur"
219,"Nous avions besoin de deux nouveaux appareils de cuisine et cette bouilloire en verre répondait à tous nos besoins. La couleur était la bonne teinte. C'est aussi un excellent rapport qualité / prix. La bouilloire contient plus que suffisamment d'eau et, comme indiqué dans l'ajout bouille rapidement. Notre famille est très impressionnée par cette bouilloire et la recommande vivement à tous."
220,"ces écouteurs sont vraiment bien car : -son de QUALITÉ, PUISSANT, qui ne SATURE PAS (j'ai pas pu tester trop longtemps à fond car c'est vraiment puissant) -tiennent bien dans les oreilles, sont très léger et on ne les RESSENS PAS -boutons tactiles qui répondent bien -très bonne autonomie (qui de toute manière est prolongée en permanence quand on range les ecouteurs qui chargent à ce moment là) -charge des ecouteurs ET du boitier plutôt RAPIDE j'étais sceptique du fait que ce soit des ecouteurs sans fil, et franchement j'en suis très très content !"
221,J ai des coupures quand je tourne la tête
222,"La robe rose est correcte.La blanche pas belle et de mauvaise qualité. Envoi fait dans deux poches dont la première zippée et scellée donc une fois ouverte, même si chaque robe est dans un sachet il n'y a pas possibilité de retour. Pour le prix je garde mais je ne conseille pas l'achat de ces robes sauf si la rose était vendue seule."
223,trés decue ne rentre pas j ai due enlever la partie en caoutchouc pour pouvoir les rentrées avec mon bracelet
224,Je n’ai pas reçu ce produit! Merci de faire le nécessaire!
225,"Livraison rapide, produit conforme à la description mais par contre comme certains ici le précise c’est vrai qu’il chauffe et fait du bruit une fois en train de charger bon après j’ai sur des 2 bases Samsung sans fil dc j’attends de voir ce que ça donnera une fois que je recevrai celle que j’ai acheté marque lambda dc aucun jugement de comptabilité avec tel marque de mobile."
226,ce que j'attendais. Vraiment RAS ! Que du positif !
227,Très satisfait du produit il est comme je l'imaginais livraison rapide il y a rien à redire je suis vraiment satisfait merci beaucoup monsieur le vendeur
228,Non conforme à la description ( 1 seul filtre ) trop cher pour ce prix
229,"Quality prix un peu Cher, tres bon produit 👍"
230,"Très beau, le seul problème c'est que lors de la découpe il y a une matrice pour un côté et pour l'autre il faut retourner la découpe et donc c'est moins beau. Il n'y a pas de gaufrage puisque c'est inversé."
231,narguilé livré cassé
232,Bonne tondeuse livrée avec une bonne variété d’embouts/cales.
233,"Bien que étant considéré comme livrée et signée en boite à lettre, je n'ai jamais reçu cette commande et encore moins signé de reçu"
234,une coque c'est fait pourquoi? protéger l'écran! alors pourquoi faire un trou en plein milieu? ben parce-que pourquoi pas ? sérieusement?! à fuir
235,Livré très rapidement. Ce sac pliable est vraiment souple et facile à plier. Je recommande pour les voyage ..
236,"Aucun intérêt, du plastique...démarrée 1 fois...puis plus rien...."
237,"Jamais reçu...et payé... Je ne recommande pas ce vendeur, plusieurs demandes pour obtenir des informations sur la livraison, les causes de non-réception et aucune réponse."
238,Elles sont mignonnes mais un peu terne
239,Même pas 2 semaines que je l'ai et la vision nocturne est HS. La diode ne s'allume plus. Produit en carton.
240,"joli produit reçu aujourd'hui, bon maintien mais taille grand malgré le guide des tailles surtout si l'on veut un effet serre taille!"
241,Rangement de vêtements et couettes
242,TRES BONNE COSSE MAL FEMELLE POUR TOUS USAGE ELECTRIQUE VOITURE OU AUTRE MATERIEL ELECTRIQUE PAS CHERE POUR TOUS CES PIECES 200
243,Ne fonctionne plus au bout d un mois avec une utilisation modéré.
244,les fiches RCA sont trop serrées par rapport à celles situées sur les éléments Hi-Fi. Impossible de retirer le câble sans l'endommager. Dommage le prix était attractif
245,"Coque qui à l'air solide, le problème c'est les caches prise Jack et USB type C qui appliquent une certaine pression sur le chargeur et les écouteurs, de plus ils se referment mal après utilisation"
246,Pour remplacer le bracelet d origine de la galaxy watch
247,Compacte léger et stable le pied ideal pour le voyage avec du matériels pas trop lourd le réflex full frame ou les gros télé sont a éviter
248,"Il s'agit d'un cadeau de Noël, la couleur argent est passée, les pierres mal serties"
249,Gants correct en terme de finition pour le coût - peut-être une durée de vie limité à usage moto quotidien
250,"Pas terminé le livre encore, appréciation remise à plus tard! Pour la toute première fois, un peu déçue: les pages se décollent du support, beaucoup de passages surlignés en rose fluo, état moins bon qu’attendu... et donc cher pour cette occasion...dommage..."
251,"Tapis extrêmement fin pas en accord avec la photo mise en vente sur le site Livraison plus d’un mois et emballage pitoyable, le tapis était plié en 4 dans un colis minuscule Déçu !"
252,"La manière dont le tuyau est plié l'endommage, voir photo. A fuir !"
253,Très bien mais petit pour un jacuzzi
254,Pour trouver des réponses individuelles et collectives dans notre vie quotidienne .
255,Super satisfait de ce poster! Très bonne idée cadeau
256,"Difficile de trouver des graines de Moringa dans les magasins en France. J’ai commandé ces graines et je ne suis pas déçu du tout, graines sèches comme il fait. Idéal pour combler vos carences en vitamines. Je recommande vivement ce produit. Merci 😊"
257,"Bonsoir, J'ai été tristement surpris ce soir en rentrant chez moi que la tablette ne fonctionne plus (après un mois). Aucun choc n'est en cause, la tablette n'a littéralement jamais quitté mon bureau. Concrètement, la tablette s'allume, charge l'écran d'accueil et redémarre instantanément après, et reproduit ce schéma à l'infini. Elle est donc désormais inutilisable. Achat à éviter, je vous recommande d'investir davantage dans un produit davantage durable."
258,Il es superbe mais il es pas du tout de la taille à laquelle je m'attendais .... il es assez petit je suis déçu.
259,"Lampe acheté pour la maison, eclairait très bien mais tombé en panne au bout de deux jours...la batterie à chauffée lors de la charge et la lampe ne s'allume plus! Donc je ne recommande vraiment pas!"
260,Je mets une étoile car j'y suis obligé. Déjà le produit ne correspond pas à l'image. Ensuite cet interrupteur ne marche pas avec des ampoules led. Les lumières s'allument mais le variateur ne marche absolument pas donc aucun intérêt. Ne pas se fier aux bon commentaire ils sont bidon.
261,"Ce livre est vraiment très interessant, mais il est vraiment dommage qu'il soit aussi dense; du coup il est écrit très petit et on a du mal , (pour un non initié: sciences, et monde arabe ) de lire beaucoup de pages à la fois."
